Peak,DNase,RNAPII,H3K4me1,Input
scaffold_5-2239,2.07,0.87,2.49,0.91
scaffold_6-2609,2.69,1.63,3.05,1.1
scaffold_9-1712,2.5,0.71,2.76,0.93
scaffold_3-2341,1.99,2.93,2.14,0.9
scaffold_52-8,2.05,0.98,3.54,0.97
scaffold_2-2938,2.22,0.65,2.59,1.03
scaffold_52-7,1.8,1.74,1.83,0.96
scaffold_7-2298,2.18,1.63,2.35,1.03
scaffold_2-3012,1.89,0.82,2.51,0.93
scaffold_1-3996,2.25,0.82,2.14,0.73
scaffold_7-2323,2,2.39,2.09,1.22
scaffold_1-4191,1.73,1.03,2.74,0.84
scaffold_1-4197,2.17,1.58,2.33,1
scaffold_9-1756,1.78,1.63,1.25,0.98
scaffold_1-4245,2.16,3.7,2.39,1.06
scaffold_3-2257,1.88,3.42,1.35,0.58
scaffold_8-2341,1.73,0.71,1.58,0.63
scaffold_6-2687,2.27,0.76,4.4,1.22
scaffold_6-2750,1.6,0.6,1.32,0.64
scaffold_2-3020,2.01,0.76,1.97,1.06
scaffold_10-965,1.77,0.92,1.78,0.74
scaffold_43-6,1.85,0.82,2.43,0.6
scaffold_9-1757,1.73,1.58,2.88,0.73
scaffold_561-4,1.41,0.43,2.36,0.64
scaffold_4-2836,2.02,1.14,1.39,0.98
scaffold_434-1,1.72,1.2,3.18,0.99
scaffold_5-2254,2.66,66.95,1.18,1.27
scaffold_1-4154,1.46,0.92,2.44,0.82
scaffold_8-2412,2.34,2.34,3.6,1.06
scaffold_3-2330,1.71,0.98,1.35,0.89
scaffold_1-4241,1.9,1.85,2.18,0.91
scaffold_5-2281,1.91,0.54,1.7,1
scaffold_4-2862,1.71,0.76,2.64,0.95
scaffold_5-2267,1.81,1.36,2.95,1.07
scaffold_7-2329,1.85,1.47,2.24,0.81
scaffold_4-2750,2,1.74,2.13,0.93
scaffold_1-4228,2.1,1.52,4.15,0.99
scaffold_1-4202,1.95,3.26,2.13,1.01
scaffold_2-3113,1.48,0.54,0.85,0.7
scaffold_6-2709,1.77,0.54,1.7,0.89
scaffold_4-2781,1.96,0.38,3.29,1.14
scaffold_10-970,2.05,1.25,3.23,1.02
scaffold_57-1,1.74,0.98,2.72,0.73
scaffold_1-4259,1.98,0.33,1.69,0.72
scaffold_73-3,1.72,1.14,1.85,0.78
scaffold_5-2262,2.05,0.6,2.31,0.97
scaffold_1-4252,2.03,1.2,3.95,1.11
scaffold_7-2330,2.23,1.09,3.37,0.94
scaffold_5-2273,1.89,1.25,2.88,0.97
scaffold_8-2383,2.01,0.43,1.43,1.11
scaffold_4-2850,2.41,2.17,3.78,1.36
scaffold_4-2811,1.8,1.63,3.47,1.12
scaffold_1-4211,2.59,0.65,3.07,1.32
scaffold_4-2729,2.52,8.37,3.84,1.04
scaffold_3-2359,2.12,1.85,4.65,1.11
scaffold_7-2346,2.06,1.47,4.35,1.17
scaffold_7-2350,1.89,0.92,1.9,0.91
scaffold_5-2311,2.07,15.7,3.52,1.12
scaffold_7-2332,1.88,2.28,2.22,1.04
scaffold_8-2253,1.97,0.54,2.47,0.91
scaffold_4-2853,2.67,51.73,0.86,0.94
scaffold_8-2377,2.54,0.27,3.57,0.63
scaffold_1-4107,3.24,1.58,1.92,0.94
scaffold_1-4268,2.42,1.58,2.85,1.07
scaffold_1-4248,1.71,0.65,4.18,0.85
scaffold_1-4158,1.87,0.76,3.34,1.16
scaffold_3-2366,1.89,1.58,1.1,0.78
scaffold_4-2765,1.85,0.92,2.36,0.9
scaffold_1-4188,3,1.52,3.02,1.37
scaffold_207-11,1.92,3.26,3.01,0.96
scaffold_4-2825,2.06,1.58,2.38,0.81
scaffold_4-2804,1.83,1.36,1.77,0.97
scaffold_4-2800,1.97,1.2,2.42,1.07
scaffold_6-2747,1.91,1.3,2.38,0.95
scaffold_5-2355,1.83,0.82,2.32,0.91
scaffold_5b-72,1.72,0.43,2.36,0.9
scaffold_8-2404,2.44,2.55,3.64,1.21
scaffold_9-1715,2.67,2.88,4.73,1.15
scaffold_5-2261,2.21,0.87,2.47,0.98
scaffold_7-2366,1.71,0.65,1.41,0.73
scaffold_7-2345,3.36,2.45,4.84,1.07
scaffold_1-4302,2.14,1.14,3.4,1.17
scaffold_1-4250,2.03,1.2,2.89,0.81
scaffold_8-2376,3.02,54.5,3.03,1.34
scaffold_3-2354,2.23,1.14,2.38,0.76
scaffold_2-3100,2.32,23.75,4.29,1.1
scaffold_10-930,1.77,1.09,1.93,1.37
scaffold_1-4178,2.02,0.98,3.98,1
scaffold_6-2674,1.81,0.71,2.6,1.01
scaffold_1-4265,2.07,1.3,3.34,1.25
scaffold_3-2416,1.81,1.47,1.75,0.99
scaffold_1-4323,1.74,1.14,2.01,0.86
scaffold_6-2774,2.33,0.87,3.46,0.8
scaffold_1-4336,2.15,2.55,2.76,0.98
scaffold_7-2355,2.33,2.55,2.36,0.7
scaffold_5-2298,1.92,1.3,2.72,0.95
scaffold_2-3116,1.77,0.92,2.39,0.89
scaffold_9-1791,2.37,8.15,2.83,1.06
scaffold_8-2443,1.79,1.14,2.19,1.1
scaffold_1-4289,1.97,0.87,2.77,1.19
scaffold_101-3,1.82,0.54,2.31,0.93
scaffold_6-2746,1.97,1.2,2.1,0.94
scaffold_5-2315,2.12,0.98,2.59,0.9
scaffold_4-2801,2.18,4.62,3.28,0.81
scaffold_10-983,2.99,1.63,4.09,1.09
scaffold_7-2373,2.03,1.36,4.43,1.07
scaffold_9-1786,1.71,0.65,2.31,1.01
scaffold_6-2694,2.09,3.97,3.36,1.2
scaffold_7-2401,1.73,0.43,2.07,0.91
scaffold_1-4364,1.83,0.87,2.06,0.77
scaffold_1-4235,2.14,1.2,2.5,1.04
scaffold_1-4270,1.9,2.99,3.34,1.38
scaffold_8-2352,1.8,1.2,1.96,1.15
scaffold_10-959,2.62,2.39,3.3,1.43
scaffold_3b-65,2.13,0.76,4.5,0.9
scaffold_7-2412,1.82,1.2,2.03,1.22
scaffold_3-2393,2.04,2.45,3.29,1.41
scaffold_5-2296,2.15,1.09,4.53,1.01
scaffold_2-3035,1.91,0.98,1.98,0.8
scaffold_8-2439,1.96,2.45,3.45,1.12
scaffold_2-3126,1.89,1.96,2.29,0.97
scaffold_1-4284,1.54,1.2,2.21,0.87
scaffold_5-2317,1.76,0.38,1.57,0.61
scaffold_7-2396,2.15,1.9,3.51,1.16
scaffold_9-1753,2.23,1.2,2.84,0.96
scaffold_7-2325,1.89,1.03,2.27,0.89
scaffold_2-3120,1.66,0.82,3.57,0.96
scaffold_119-8,2.24,0.87,1.5,1.27
scaffold_9-1793,2.08,0.65,2.42,1.04
scaffold_2-3016,1.79,1.09,2.26,0.82
scaffold_8-2416,2.19,1.3,3.16,0.78
scaffold_41-4,1.8,0.76,2.19,0.93
scaffold_4-2828,2.58,9.51,2.35,0.77
scaffold_5-2319,1.97,1.85,1.69,0.9
scaffold_7-2389,2.08,1.68,3.54,0.86
scaffold_1-4224,1.8,0.65,2.49,0.77
scaffold_3-2404,1.93,1.36,4.16,1.09
scaffold_6-2729,2.82,1.79,5.17,1.25
scaffold_4-2820,1.75,1.36,2.15,1.16
scaffold_3-2433,1.85,0.92,1.9,1.07
scaffold_2-2988,2.2,2.06,3.06,0.78
scaffold_6-2833,2.16,0.92,4.41,0.9
scaffold_5-2345,1.8,1.09,1.87,0.92
scaffold_5-2340,1.96,15.81,2.48,1.14
scaffold_3-2403,2.48,1.14,3.65,1.21
scaffold_2-3173,2.17,0.87,2.01,0.78
scaffold_8-2454,1.63,0.71,1.67,0.7
scaffold_5-2303,2.21,1.14,2.32,1.14
scaffold_7-2398,1.86,0.71,2.25,0.91
scaffold_9-1778,1.81,0.92,2.32,1.19
scaffold_9-1809,2.12,0.98,2.76,1.13
scaffold_1-4321,2.47,2.72,2.95,1.16
scaffold_4-2803,2.3,0.38,2.82,0.8
scaffold_9-1798,1.92,3.59,3.37,1.11
scaffold_5-2314,1.7,0.54,2.55,0.64
scaffold_6-2794,1.97,1.3,1.58,0.89
scaffold_5-2335,2.11,1.47,1.7,0.89
scaffold_6-2758,2.01,1.9,1.54,0.91
scaffold_9-1750,2.32,0.92,1.37,0.57
scaffold_7-2354,1.75,1.85,1.73,0.88
scaffold_3-2459,1.59,2.83,1.7,0.86
scaffold_2-3164,2.19,15.87,2.87,1.18
scaffold_8-2432,2.02,1.52,3.25,1.29
scaffold_3-2405,2.03,8.31,2.27,1.03
scaffold_8-2417,2.77,3.04,2.33,1.12
scaffold_5-2380,1.98,0.38,2.82,0.99
scaffold_4-2922,1.71,0.76,2.13,1.05
scaffold_2-3145,2.84,1.79,4.47,0.95
scaffold_2-3142,2.38,4.24,4.39,1.04
scaffold_150-2,1.78,2.39,1.54,0.74
scaffold_5b-75,1.67,0.92,1.96,0.76
scaffold_8-2384,1.72,1.3,3.19,1.01
scaffold_3b-75,1.57,1.3,2.84,0.6
scaffold_8-2423,2,1.52,2.47,0.94
scaffold_3-2444,2.3,10.81,1.56,0.88
scaffold_10-950,2.54,4.62,1.39,0.99
scaffold_7-2393,1.76,2.17,2.41,1.11
scaffold_2-3159,2.1,2.83,3.93,0.73
scaffold_4-2917,1.89,0.65,1.25,0.75
scaffold_1-4238,2.63,7.55,3.72,1.23
scaffold_2-3187,2.17,0.82,1.84,0.97
scaffold_9-1545,2.14,2.55,2.02,0.75
scaffold_9-1814,2.06,0.98,2.83,1.3
scaffold_3-2424,1.9,1.52,1.66,0.85
scaffold_5-2361,1.99,0.92,2.49,0.99
scaffold_8-2390,1.76,0.87,2.49,0.99
scaffold_5-2377,2.06,0.98,4.17,0.96
scaffold_1-4312,2.44,0.92,4.12,0.83
scaffold_1-4306,2.63,8.1,2.42,0.69
scaffold_1-4387,1.72,0.6,2.43,0.98
scaffold_1-4341,2.35,1.3,2.29,0.88
scaffold_2-3167,1.66,1.2,1.49,0.79
scaffold_7-2444,1.88,0.76,2.56,1.1
scaffold_6-2845,1.86,0.49,2.07,0.76
scaffold_3-2441,2.47,3.1,4.53,1.16
scaffold_6-2848,1.52,0.82,1.43,0.87
scaffold_4-2896,2.33,4.29,4.35,1.22
scaffold_5-2356,1.6,0.54,0.58,1.05
scaffold_6-2859,2.22,46.3,1.61,0.74
scaffold_1-4431,1.83,1.14,2.61,0.94
scaffold_3-2445,1.89,1.25,2.79,1.08
scaffold_1-4414,1.89,0.98,2.1,0.97
scaffold_2-3205,2.14,1.03,2.62,0.87
scaffold_9-1833,1.95,1.25,3.03,1.03
scaffold_1-4489,1.67,0.98,3.55,0.89
scaffold_5-2348,2.2,2.83,2.74,0.75
scaffold_5-2400,1.88,0.92,1.85,0.94
scaffold_3-2465,1.91,1.74,2.35,0.91
scaffold_4-2935,1.81,0.6,4,1.2
scaffold_3-2409,1.62,0.38,1.31,0.45
scaffold_8-2541,1.65,1.03,1.45,1.03
scaffold_8-2527,1.75,0.92,2.32,0.94
scaffold_5-2436,2.1,1.03,2.33,0.96
scaffold_363-2,2.11,2.06,2.1,0.75
scaffold_9-1857,1.7,0.65,1.7,0.89
scaffold_4-2761,2.93,64.18,2.55,0.73
scaffold_5-2368,1.83,0.6,2.07,1.07
scaffold_4-2940,1.96,1.03,1.5,1
scaffold_7-2463,2.52,1.58,4.3,1.15
scaffold_9-1795,1.88,1.52,1.86,0.93
scaffold_1-4463,1.79,1.14,2.67,0.96
scaffold_4-2860,2.02,1.2,2.89,0.87
scaffold_1-4375,1.92,1.58,1.64,1.2
scaffold_6-2847,1.91,1.52,1.93,0.74
scaffold_1-4401,1.79,0.71,3.12,0.96
scaffold_5-2385,1.98,1.74,1.75,1.18
scaffold_2-3195,2.42,5.65,4.11,1.28
scaffold_10-1025,1.69,1.63,2.95,1.02
scaffold_3-2531,2,2.06,4.8,1.13
scaffold_3-2506,1.74,0.71,1.84,0.73
scaffold_6-2752,2.78,79.12,2.04,0.73
scaffold_2-3206,1.68,1.09,2.2,0.96
scaffold_3b-71,3.2,2.17,4.69,1.05
scaffold_1-4427,2.13,1.14,2.93,1.02
scaffold_7-2442,2.02,0.65,3.2,0.95
scaffold_1-4399,2.35,1.36,4.49,1.09
scaffold_1-4403,1.97,1.25,2.19,1.01
scaffold_7-2460,2.25,2.45,3.92,1.35
scaffold_1-4458,1.92,5.38,2.87,1.21
scaffold_6-2861,2.06,1.14,2.43,0.82
scaffold_5-2354,2.75,1.36,7.28,1.08
scaffold_6-2837,1.54,0.71,1.44,0.87
scaffold_8-2535,2.35,0.87,4.29,1
scaffold_2-3214,1.81,1.58,3.1,1.22
scaffold_558-7,2.4,0.87,3.52,0.8
scaffold_1-4490,2.14,1.25,4.59,1.19
scaffold_134-4,2.12,6.68,4.34,0.77
scaffold_1-4459,2.05,1.47,2.29,1.15
scaffold_6-2863,2.11,0.38,2.31,0.94
scaffold_2-3146,2.78,4.29,3.16,1.05
scaffold_8-2513,2.19,5.27,2.8,1.23
scaffold_4-2884,2.78,1.85,3.87,0.79
scaffold_7-2470,1.9,0.76,3.37,1.18
scaffold_5-2375,2.12,0.82,1.49,1.16
scaffold_6-2856,2.11,0.65,2.54,1.17
scaffold_2-3099,2.11,2.12,2.78,1.02
scaffold_1-4448,1.96,7.06,4.39,0.83
scaffold_8-2479,2.34,1.03,3.49,1.19
scaffold_9-1863,2.79,17.5,1.64,0.72
scaffold_9-1856,2.6,33.42,2.13,0.83
scaffold_9-1773,1.53,0.16,1.6,0.71
scaffold_6-2850,1.88,0.76,4.55,1.06
scaffold_7-2383,2,1.09,3.35,1.14
scaffold_6-2900,1.92,0.87,2.36,0.88
scaffold_4-2997,1.7,0.98,1.95,0.94
scaffold_1-4517,1.99,0.98,4.18,1.08
scaffold_7-2525,1.9,1.03,3.8,1.07
scaffold_6-2881,2.27,1.68,4.46,1.12
scaffold_7-2461,2.14,0.92,3.98,1.06
scaffold_2-3199,1.89,0.76,2.47,0.85
scaffold_1-4529,1.55,0.71,1.6,0.58
scaffold_1-4495,2.28,1.14,3.83,1.01
scaffold_7-2009,2.86,1.14,0.93,0.75
scaffold_3-2546,1.64,1.14,1.4,0.8
scaffold_32-3,2.13,6.03,2.25,0.73
scaffold_6-2804,1.97,1.74,2.85,0.96
scaffold_2-3178,1.96,3.31,1.96,0.92
scaffold_129-1,1.53,0.76,1.89,0.75
scaffold_1-4515,1.94,0.98,1.9,0.85
scaffold_3-2515,2,1.25,1.95,1.08
scaffold_10-1016,1.57,0.65,1.26,0.45
scaffold_280-4,1.96,0.98,2.19,1.01
scaffold_4-2901,1.6,0.54,1.83,0.76
scaffold_4-2970,2.23,3.04,2.83,1.21
scaffold_8-2502,1.69,0.98,2.04,0.89
scaffold_9-1848,2.6,33.53,2.13,0.83
scaffold_1168-1,1.61,2.12,0.66,0.79
scaffold_3-2570,2.25,3.04,2.35,0.56
scaffold_1-4504,2.32,2.06,3.08,1.15
scaffold_3-2508,2.16,1.14,3.46,1.12
scaffold_8-2507,1.95,0.82,2.67,0.96
scaffold_3-2496,1.74,1.68,4.12,1.05
scaffold_1-4550,2.04,1.3,1.66,0.98
scaffold_7-2493,2,5.92,3.07,0.91
scaffold_5-2366,1.93,0.82,2.42,0.71
scaffold_1-4525,1.88,0.92,2.43,1.1
scaffold_5-2388,2.01,0.76,2.67,0.87
scaffold_4-2988,2.22,1.03,3.36,1.14
scaffold_6-2870,2.19,1.2,3.2,1.02
scaffold_8-2543,2.51,16.47,3.47,1.05
scaffold_1-4568,1.97,1.2,3.14,0.96
scaffold_210-10,2.26,39.29,3.4,1.04
scaffold_1-4547,1.94,0.71,2.31,0.96
scaffold_7-2368,2.84,1.09,2.66,1.06
scaffold_4409-1,1.93,1.03,1.7,0.8
scaffold_1-4388,1.76,0.82,1.79,0.76
scaffold_8-2525,2.11,1.96,2.74,1.07
scaffold_9-1885,2.11,0.76,5.4,1.04
scaffold_1-4447,1.97,1.63,3.07,0.94
scaffold_4-3005,2.01,0.71,3.01,0.89
scaffold_4-2870,1.68,1.14,2.78,0.77
scaffold_2-3276,1.84,1.14,2.79,0.94
scaffold_5-2371,1.87,2.01,1.99,0.91
scaffold_5-2401,1.94,1.41,2.16,1.03
scaffold_5-2453,1.63,0.98,2.12,1.05
scaffold_7-2447,1.75,0.92,2.01,0.83
scaffold_7-2487,2.35,1.03,4.2,1.13
scaffold_3-2563,2.18,1.74,4.06,1.05
scaffold_75-64,1.71,1.03,1.05,0.6
scaffold_250-11,1.86,0.71,3.49,1.04
scaffold_9-1914,2,9.51,4.09,1.16
scaffold_6-2853,1.89,0.87,1.68,0.51
scaffold_3-2471,1.95,1.47,3.29,0.86
scaffold_3-2420,1.76,1.74,2.88,1.05
scaffold_4-2971,1.57,1.3,2.84,0.76
scaffold_8-2549,2.22,1.63,2.12,0.74
scaffold_4-3044,2.13,7.83,2.39,0.9
scaffold_3b-76,2.58,44.34,1.8,0.67
scaffold_7-2489,1.8,1.68,2.82,0.82
scaffold_1-4588,2.14,2.5,5.43,1.16
scaffold_4-2943,2.13,1.79,3.16,0.77
scaffold_4-3065,1.76,1.2,2.99,0.97
scaffold_2-3268,2.12,0.87,2.73,0.98
scaffold_6-2890,2.17,0.76,4.17,1.39
scaffold_9-1815,2.06,2.23,3.7,1.31
scaffold_8-2603,1.9,1.03,3.7,1.15
scaffold_9-1900,1.83,1.09,2.24,1.15
scaffold_1-4565,2,0.65,2.84,1.22
scaffold_4-3039,2.12,0.98,2.13,0.99
scaffold_3-2559,1.84,0.87,2.6,0.94
scaffold_9-1919,1.87,0.82,2.2,0.79
scaffold_8-2544,2.11,5.22,3.14,1.2
scaffold_6-2872,1.67,0.38,2.72,1.19
scaffold_7-2544,1.75,0.98,1.41,0.77
scaffold_5-2434,1.94,1.41,2.71,1.04
scaffold_4-3027,1.95,1.03,2.32,1.11
scaffold_7-2561,1.67,0.76,2.1,0.85
scaffold_2-3319,2.14,9.4,2.39,1.1
scaffold_5-2410,1.82,0.54,3.46,1.07
scaffold_1-4507,1.83,1.47,2.33,1.06
scaffold_2-3263,1.96,2.72,3.69,0.94
scaffold_4-3018,2.03,0.65,1.77,0.77
scaffold_5-2470,2.09,1.52,3,1.13
scaffold_5-2390,1.65,1.25,1.9,0.74
scaffold_1-4577,1.81,1.85,2.07,1.05
scaffold_5-2413,2.4,1.58,4.41,1.16
scaffold_1-4432,2.28,1.63,2.54,1.21
scaffold_7-2548,1.92,0.71,1.54,0.84
scaffold_1-4554,2,0.65,1.41,0.79
scaffold_1-4398,2.29,6.79,2.79,1.22
scaffold_24-61,2.47,1.79,2.97,1.15
scaffold_6-2924,1.65,1.63,2.12,0.9
scaffold_8-2555,1.86,0.92,2.39,0.93
scaffold_2-3329,1.51,1.03,1.7,0.65
scaffold_2-3317,1.92,1.36,2.71,1.05
scaffold_6-2860,2.11,0.82,3.03,0.93
scaffold_3-2547,1.85,3.04,3.81,1.29
scaffold_1-4462,2.01,1.79,2.22,1.06
scaffold_1-4411,2.81,3.1,4.1,0.76
scaffold_1-69283,2.25,2.93,1.56,0.81
scaffold_3-2525,1.72,1.68,2.6,1.15
scaffold_7-2552,1.74,1.2,2.93,1.21
scaffold_9-1905,2.27,0.82,3.4,1.12
scaffold_1-4619,1.68,0.76,1.75,0.83
scaffold_1-4513,1.84,0.87,2.21,1.2
scaffold_9-1897,2.03,4.46,2.61,1.24
scaffold_1-4404,3.22,1.58,1.92,0.94
scaffold_2-3366,1.71,0.98,1.52,0.95
scaffold_4-3045,1.77,0.43,1.52,0.66
scaffold_7-2567,2.01,0.92,2.45,1.06
scaffold_8b-79,2.1,0.71,2.01,1.03
scaffold_6-2931,1.98,0.76,2.99,0.98
scaffold_6-3038,1.62,1.14,1.37,0.9
scaffold_9-1892,2.19,1.09,1.39,0.91
scaffold_2-3391,2.5,6.74,2.49,0.83
scaffold_41-5,1.53,1.25,1.39,0.76
scaffold_6-3010,1.8,1.25,2.94,0.99
scaffold_1-4618,2.09,0.71,1.12,0.86
scaffold_2-3303,2.35,1.25,2.32,1.04
scaffold_221-7,2.2,0.54,2.22,0.76
scaffold_1-4598,2.81,3.1,4.1,0.76
scaffold_3-2591,1.98,0.98,3.88,1.18
scaffold_1-4673,1.87,0.82,2.03,1.05
scaffold_4-3073,1.5,0.87,2.18,0.66
scaffold_1-4706,1.86,1.85,2.78,1.16
scaffold_7-2575,2.09,10.92,2.27,0.99
scaffold_8-2631,2.04,0.11,3.2,1.04
scaffold_8-2635,1.96,1.52,2.51,1.17
scaffold_10-1049,1.89,1.09,2.01,1.14
scaffold_7-2569,1.93,1.25,1.23,1.01
scaffold_1-4640,2.04,2.72,2.08,1.12
scaffold_135-11,2.62,1.63,5.82,0.98
scaffold_1-4605,1.84,0.43,1.75,1.04
scaffold_4-3080,1.72,0.87,2.07,0.98
scaffold_3-2624,1.89,0.54,1.95,1.06
scaffold_1-4668,4.4,8.64,2.2,1.41
scaffold_8-2405,1.69,1.14,1.49,0.76
scaffold_9-1951,2.11,0.76,5.36,1.04
scaffold_2-3348,2.29,3.59,2.56,0.89
scaffold_8-2610,1.37,0.82,0.88,0.58
scaffold_9-1862,2.49,3.04,3.83,0.88
scaffold_8-2638,1.98,1.9,2.27,0.93
scaffold_10-1056,1.69,0.71,2.06,0.71
scaffold_3-2551,1.79,0.98,2.71,0.88
scaffold_9-1927,1.7,0.76,3.23,1.07
scaffold_5b-80,1.68,0.82,2.35,0.77
scaffold_5298-3,2,0.87,3.46,0.89
scaffold_7-2510,2.01,5.49,2.21,0.96
scaffold_7-2580,1.87,0.65,1.8,0.78
scaffold_2757-1,2.11,20.32,4.51,0.89
scaffold_3-2583,2.2,1.25,4.28,1.03
scaffold_3-2588,1.93,1.03,2.88,1.06
scaffold_3-2650,2,0.54,0.71,1.22
scaffold_6-3044,1.77,0.65,2.12,0.58
scaffold_7-2595,1.84,0.65,1.73,0.68
scaffold_1039-9,2.29,36.57,1.66,0.86
scaffold_164-3,1.37,0.38,0.47,0.73
scaffold_4-3025,1.95,0.82,2.73,1.02
scaffold_1-4594,2.46,4.62,1.89,0.82
scaffold_8-2576,1.71,0.92,1.91,0.96
scaffold_118-6,1.99,0.54,1.87,0.86
scaffold_6-2936,2.09,1.25,2.44,1.09
scaffold_3-2565,1.88,2.83,1.72,1.02
scaffold_4-3066,2.07,1.52,3.13,1.18
scaffold_1-4603,2.61,3.64,3.95,0.78
scaffold_6-2897,2.17,0.65,2.58,0.69
scaffold_1-4651,1.62,0.76,2.27,0.86
scaffold_6-3064,1.68,0.6,2.14,0.88
scaffold_5-2438,1.89,1.2,3.83,1.09
scaffold_9-1882,2.28,12.61,1.21,0.59
scaffold_4-3046,1.94,1.85,2.87,1.07
scaffold_6-2984,2.11,1.52,1.83,0.66
scaffold_3-2606,1.95,0.92,3.62,0.92
scaffold_9-1880,1.91,2.61,4.46,1.22
scaffold_7-2597,2.18,1.3,3.05,1.08
scaffold_7-2555,1.81,0.87,2.18,0.97
scaffold_1-4653,1.86,0.76,2.41,0.9
scaffold_3-2596,1.66,0.92,2.15,0.85
scaffold_1-4620,1.69,0.71,0.97,0.55
scaffold_7516-3,1.87,0.54,1.2,0.82
scaffold_7-2583,2.32,0.76,3.47,0.92
scaffold_5-2435,1.87,1.85,3.6,1.04
scaffold_3-2578,2.22,0.6,3.59,0.76
scaffold_1-4712,1.89,0.92,2.62,1.29
scaffold_5-2515,1.76,0.82,2.97,1.17
scaffold_7-2649,2.2,1.14,5.34,0.9
scaffold_41-7,1.73,1.14,1.66,0.85
scaffold_6-3053,1.68,5.81,1.49,0.75
scaffold_72-15,3.02,2.72,4.16,0.84
scaffold_6-3076,2,0.92,3.1,0.97
scaffold_5-2551,2.52,1.79,3.97,0.99
scaffold_6-3042,1.75,1.25,2.74,1.24
scaffold_1-4687,1.64,0.38,2.18,0.76
scaffold_4-3105,2.35,2.28,5.63,1.05
scaffold_1-4752,1.63,0.6,1.21,0.91
scaffold_2-3389,1.86,2.17,2.88,1.16
scaffold_3-2633,1.93,0.82,1.5,0.96
scaffold_5-2513,2.03,0.92,2.37,1.12
scaffold_1-4612,1.73,0.65,1.87,0.95
scaffold_6-3062,2.24,1.74,1.87,0.67
scaffold_7-2624,1.91,1.14,2.42,1.02
scaffold_528-4,2.36,4.73,2.66,0.88
scaffold_4-3100,1.89,0.65,3.07,0.88
scaffold_4-3061,2.17,0.54,2.08,0.53
scaffold_8-2682,1.81,1.14,1.27,1.02
scaffold_2-3236,1.88,1.63,2.95,1.02
scaffold_6-2964,1.53,1.03,1.7,0.86
scaffold_1-4785,1.76,0.92,2.42,0.52
scaffold_1-4719,2.13,1.96,2.12,1.02
scaffold_3662-1,1.42,1.52,2.95,0.87
scaffold_2-3421,2.2,2.39,2.96,1.32
scaffold_8-2652,1.72,1.14,2.82,1.07
scaffold_888-1,1.61,0.82,2.49,0.86
scaffold_8-29165,3.24,17.01,1.61,1.09
scaffold_4-3091,1.79,0.49,1.87,0.85
scaffold_6-3069,1.79,0.92,1.79,1.09
scaffold_9-1984,2.29,1.14,2.03,0.74
scaffold_3-2605,1.62,0.92,1.44,0.8
scaffold_3-2653,1.98,0.87,3.25,0.8
scaffold_2-3407,1.84,0.82,1.9,0.82
scaffold_7-2619,1.65,0.82,1.15,0.81
scaffold_135-12,2.84,1.96,6.15,0.99
scaffold_3-2668,1.76,1.58,3.89,1.1
scaffold_1-4753,1.6,1.2,2.35,0.94
scaffold_1-4615,1.61,0.82,1.61,0.96
scaffold_9-1955,1.7,0.92,1.68,1.1
scaffold_5-2605,1.21,0.65,1.78,0.57
scaffold_5-2567,2.05,2.01,2.29,0.87
scaffold_1-4781,2.08,1.85,3.7,1.17
scaffold_5-2592,2.04,1.47,2.39,0.9
scaffold_6-3028,2.01,4.46,3.41,1.28
scaffold_1-4718,1.9,0.92,2.24,0.87
scaffold_9-1944,1.74,0.71,2.72,0.7
scaffold_1-4799,2.62,1.63,1.98,1.04
scaffold_1-4815,1.78,1.09,1.63,0.98
scaffold_3-2688,1.78,0.82,1.33,0.94
scaffold_4-3126,2.1,2.61,2.91,1.13
scaffold_3-2642,1.56,1.2,2.41,0.77
scaffold_6-3020,1.8,0.49,1.86,0.94
scaffold_6-3091,1.81,1.36,3.19,1.06
scaffold_4-3110,1.95,1.2,1.45,0.72
scaffold_7-2681,1.98,2.39,1.79,0.91
scaffold_3-2697,2.55,2.06,6,1.21
scaffold_3-2687,1.91,1.68,1.95,0.99
scaffold_5-2557,1.72,2.28,2.26,0.6
scaffold_104-1,1.68,0.76,1.37,0.53
scaffold_1-4649,1.57,0.65,1.72,0.74
scaffold_7-2617,1.73,1.14,2.45,0.82
scaffold_8-2608,1.74,0.76,1.49,0.75
scaffold_6-3156,1.82,0.76,2.03,1.11
scaffold_2-3426,2.04,0.71,2.06,0.67
scaffold_4-3078,1.61,0.92,1.87,0.93
scaffold_7-2666,1.74,1.74,3.87,0.89
scaffold_3-2675,1.5,1.2,1.09,0.79
scaffold_5-2594,2.09,0.87,3.18,1.22
scaffold_8-2710,1.94,2.39,1.73,0.95
scaffold_2-3475,2.08,0.65,1.44,0.53
scaffold_6-3122,1.81,0.65,0.88,0.82
scaffold_1-4686,1.98,0.92,4.26,0.99
scaffold_9-2007,2.14,1.2,1.78,1.15
scaffold_9-1999,1.42,0.92,1.41,0.67
scaffold_9-2003,2.26,0.82,3.13,1.03
scaffold_2-3464,1.81,1.03,2.56,1.21
scaffold_6-3054,3.17,2.34,4.69,0.91
scaffold_4-3171,1.84,0.87,3.01,1.03
scaffold_5-2601,1.78,1.2,1.38,0.98
scaffold_2-3455,1.53,0.92,1.05,0.49
scaffold_5-2555,3.33,19.51,1.72,1.26
scaffold_1-4737,2.11,0.98,2.67,1.07
scaffold_2-3497,2,0.82,2.25,0.89
